Accession,Planting,Country,State,County,Google_Latitude,Google_Longitude,PosNum,LCMSplantingID,Ozark_Chinquapin,ID,num_traits,Date,num_values,Surv,Notes,sEmergeDate,lEmergeDate
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,stLeng,2024-06-13,NA,N,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,stLeng,2024-07-12,2.1,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,stLeng,2024-08-15,6.9,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,stLeng,2024-09-17,13.7,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,stNum,2024-05-03,NA,NA,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,stNum,2024-06-13,NA,N,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,stNum,2024-07-12,1,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,stNum,2024-08-15,1,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,stNum,2024-09-17,1,Y,NA,2024-03-05,NA
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,basDia,2024-05-03,2.45,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,basDia,2024-06-13,3.24,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,basDia,2024-07-12,3.44,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,basDia,2024-08-15,3.67,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,basDia,2024-09-17,4.28,Y,2 lateral stems at base.,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafL,2024-05-03,13.1,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafL,2024-06-13,12.9,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafL,2024-07-12,10.2,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafL,2024-08-15,11.6,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafL,2024-09-17,13.5,Y,2 lateral stems at base.,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafN,2024-05-03,7,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafN,2024-06-13,9,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafN,2024-07-12,4,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafN,2024-08-15,6,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafN,2024-09-17,14,Y,2 lateral stems at base.,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafW,2024-05-03,7.3,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafW,2024-06-13,7,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafW,2024-07-12,4.4,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafW,2024-08-15,4.5,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,leafW,2024-09-17,6.7,Y,2 lateral stems at base.,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,stLeng,2024-05-03,11.4,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,stLeng,2024-06-13,12.7,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,stLeng,2024-07-12,12,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,stLeng,2024-08-15,13.3,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,stLeng,2024-09-17,13.6,Y,2 lateral stems at base.,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,stNum,2024-05-03,1,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,stNum,2024-06-13,1,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,stNum,2024-07-12,1,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,stNum,2024-08-15,1,Y,NA,NA,2024-02-28
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,stNum,2024-09-17,1,Y,2 lateral stems at base.,NA,2024-02-28
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,basDia,2024-05-03,2.07,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,basDia,2024-06-13,2.74,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,basDia,2024-07-12,2.8,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,basDia,2024-08-15,3.52,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,basDia,2024-09-17,3.42,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafL,2024-05-03,8.6,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafL,2024-06-13,10.4,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafL,2024-07-12,8.6,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafL,2024-08-15,10.1,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafL,2024-09-17,10.3,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafN,2024-05-03,10,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafN,2024-06-13,12,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafN,2024-07-12,11,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafN,2024-08-15,11,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafN,2024-09-17,11,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafW,2024-05-03,4.6,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafW,2024-06-13,4.4,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafW,2024-07-12,4.4,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafW,2024-08-15,4.5,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,leafW,2024-09-17,4.4,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,stLeng,2024-05-03,14.3,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,stLeng,2024-06-13,19.6,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,stLeng,2024-07-12,19.9,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,stLeng,2024-08-15,20.1,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,stLeng,2024-09-17,19.9,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,stNum,2024-05-03,1,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,stNum,2024-06-13,1,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,stNum,2024-07-12,1,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,stNum,2024-08-15,1,Y,NA,NA,2024-04-01
2024-0275,3,United States,Georgia,Harris,32.73925675,-84.91536819,394,2024-0275-3,FALSE,105 - 3,stNum,2024-09-17,1,Y,NA,NA,2024-04-01
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,basDia,2024-05-03,2.01,Y,Curled leaf measured,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,basDia,2024-06-13,2.84,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,basDia,2024-07-12,3.27,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,basDia,2024-08-15,4.47,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,basDia,2024-09-17,4.97,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafL,2024-05-03,6.1,Y,Curled leaf measured,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafL,2024-06-13,11.6,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafL,2024-07-12,11.7,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafL,2024-08-15,11.5,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafL,2024-09-17,11.4,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafN,2024-05-03,5,Y,Curled leaf measured,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafN,2024-06-13,7,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafN,2024-07-12,7,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafN,2024-08-15,7,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafN,2024-09-17,12,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafW,2024-05-03,3.9,Y,Curled leaf measured,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafW,2024-06-13,5.6,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafW,2024-07-12,5.1,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafW,2024-08-15,5.2,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,leafW,2024-09-17,5.1,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,stLeng,2024-05-03,11.3,Y,Curled leaf measured,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,stLeng,2024-06-13,14.7,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,stLeng,2024-07-12,15.5,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,stLeng,2024-08-15,15.3,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,stLeng,2024-09-17,15.5,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,stNum,2024-05-03,1,Y,Curled leaf measured,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,stNum,2024-06-13,1,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,stNum,2024-07-12,1,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,stNum,2024-08-15,1,Y,NA,2024-03-18,2024-04-15
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,stNum,2024-09-17,1,Y,NA,2024-03-18,2024-04-15
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,basDia,2024-05-03,2.37,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,basDia,2024-06-13,2.32,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,basDia,2024-07-12,2.51,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,basDia,2024-08-15,3.18,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,basDia,2024-09-17,3.66,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafL,2024-05-03,1.9,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafL,2024-06-13,10.1,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafL,2024-07-12,10,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafL,2024-08-15,9.9,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafL,2024-09-17,13.7,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafN,2024-05-03,5,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafN,2024-06-13,8,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafN,2024-07-12,8,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafN,2024-08-15,9,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafN,2024-09-17,16,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafW,2024-05-03,0.7,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafW,2024-06-13,4.3,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafW,2024-07-12,4.4,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafW,2024-08-15,4.2,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,leafW,2024-09-17,6.2,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,stLeng,2024-05-03,4.6,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,stLeng,2024-06-13,12.4,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,stLeng,2024-07-12,11.4,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,stLeng,2024-08-15,12.7,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,stLeng,2024-09-17,20.5,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,stNum,2024-05-03,2,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,stNum,2024-06-13,1,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,stNum,2024-07-12,1,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,stNum,2024-08-15,1,Y,NA,NA,2024-02-28
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,stNum,2024-09-17,1,Y,NA,NA,2024-02-28
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,basDia,2024-05-03,1.46,Y,Curled leaf measured,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,basDia,2024-06-13,3.4,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,basDia,2024-07-12,4.15,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,basDia,2024-08-15,4.12,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,basDia,2024-09-17,5.44,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafL,2024-05-03,9.2,Y,Curled leaf measured,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafL,2024-06-13,10.7,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafL,2024-07-12,10.6,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafL,2024-08-15,10.7,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafL,2024-09-17,12.6,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafN,2024-05-03,7,Y,Curled leaf measured,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafN,2024-06-13,9,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafN,2024-07-12,8,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafN,2024-08-15,14,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafN,2024-09-17,16,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafW,2024-05-03,3.8,Y,Curled leaf measured,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafW,2024-06-13,5.2,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafW,2024-07-12,5.1,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafW,2024-08-15,5.1,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,leafW,2024-09-17,6.1,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,stLeng,2024-05-03,8.7,Y,Curled leaf measured,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,stLeng,2024-06-13,10.8,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,stLeng,2024-07-12,10.5,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,stLeng,2024-08-15,11.2,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,stLeng,2024-09-17,11.6,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,stNum,2024-05-03,1,Y,Curled leaf measured,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,stNum,2024-06-13,1,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,stNum,2024-07-12,1,Y,NA,2024-02-13,2024-03-25
2024-0265,10,United States,Arkansas,Logan,35.22535618,-93.68460743,399,2024-0265-10,TRUE,66 - 10,stNum,2024-08-15,2,Y,NA,2024-02-13,2024-03-25
