PosNum,LCMSplantingID,Accession,Planting,Ozark_Chinquapin,ID,Date.1,sEmerge.1,lEmerge.1,Surv.1,basDia.1,stNum.1,stLeng.1,leafL.1,leafW.1,leafN.1,L.stg.1.1,L.stg.2.1,L.stg.3.1,L.stg.4.1,Notes.1,Date.2,sEmerge.2,lEmerge.2,Surv.2,stNum.2,stLeng.2,basDia.2,leafN.2,leafL.2,leafW.2,Notes.2,Date.3,sEmerge.3,lEmerge.3,sEmergeDate,lEmergeDate,Surv.3,stNum.3,stLeng.3,basDia.3,leafN.3,leafL.3,leafW.3,Notes.3,Date.4,Surv.4,stNum.4,stLeng.4,basDia.4,leafN.4,leafL.4,leafW.4,Notes.4,Date.5,Surv.5,stNum.5,stLeng.5,basDia.5,leafN.5,leafL.5,leafW.5,Notes.5
397,2024-0228-7,2024-0228,7,F,4 - 7,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,Y,1,5,1.13,3,2.8,1.9,,7/12/24,Y,Y,5/20/24,5/20/24,Y,1,6.4,1,9,1.6,0.9,,8/15/24,Y,1,17.9,1.53,18,4.4,2.2,,9/17/24,N,NA,NA,NA,NA,NA,NA,Siberian elm growing in pot?
398,2024-0244-6,2024-0244,6,T,24 - 6,5/3/24,N,Y,Y,2.37,2,4.6,1.9,0.7,5,Y,Y,Y,N,,6/13/24,N,Y,Y,1,12.4,2.32,8,10.1,4.3,,7/12/24,N,Y,-,2/28/24,Y,1,11.4,2.51,8,10,4.4,,8/15/24,Y,1,12.7,3.18,9,9.9,4.2,,9/17/24,Y,1,20.5,3.66,16,13.7,6.2,
399,2024-0265-10,2024-0265,10,T,66 - 10,5/3/24,Y,Y,Y,1.46,1,8.7,9.2,3.8,7,Y,Y,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,10.8,3.4,9,10.7,5.2,,7/12/24,Y,Y,2/13/24,3/25/24,Y,1,10.5,4.15,8,10.6,5.1,,8/15/24,Y,2,11.2,4.12,14,10.7,5.1,,9/17/24,Y,2,11.6,5.44,16,12.6,6.1,
400,2024-0229-6,2024-0229,6,F,5 - 6,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,4/15/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
401,2024-0240-5,2024-0240,5,T,18 - 5,5/3/24,Y,N,Y,2.17,1,1.1,NA,NA,0,Y,N,N,N,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/18/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
402,2024-0267-3,2024-0267,3,T,80 - 3,5/3/24,N,Y,Y,1.63,1,10.4,9.1,3.8,8,Y,Y,N,Y,,6/13/24,N,Y,Y,1,12.7,2.27,11,9.2,3.9,,7/12/24,N,Y,-,3/5/24,Y,1,12.5,2.42,12,9,3.9,,8/15/24,Y,1,12.9,2.98,12,9,3.8,,9/17/24,Y,1,13,2.83,13,9.1,3.9,
403,2024-0262-6,2024-0262,6,T,50 - 6,5/3/24,Y,Y,Y,1.93,1,10.4,9.5,4.1,4,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,12.3,2.88,6,9.5,4.5,,7/12/24,Y,Y,3/18/24,4/15/24,Y,1,12,3.58,6,9.7,4,,8/15/24,Y,1,12.3,4.62,6,10.5,4.9,,9/17/24,Y,2,12.8,4.46,21,9.6,5.3,
404,2024-0264-4,2024-0264,4,T,61 - 4,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/13/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
405,2024-0253-7,2024-0253,7,T,36 - 7,5/3/24,Y,N,Y,0.62,1,0.9,NA,NA,0,N,N,N,N,Stem broke but green.,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/5/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
406,2024-0259-20,2024-0259,20,F,45 - 20,5/3/24,N,N,Y,0.34,1,1.6,NA,NA,0,Y,Y,N,N,Stem broke but green.,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,Y,1,5.5,0.74,8,4.8,2.5,Re-sprouted,9/17/24,Y,1,9.1,1.41,11,12.2,4.8,
407,2024-0245-4,2024-0245,4,T,25 - 4,5/3/24,N,Y,Y,2.34,1,12.4,8.3,4.3,12,Y,Y,Y,N,,6/13/24,N,Y,Y,1,13.1,4.14,15,8.2,4.3,,7/12/24,N,Y,-,2/28/24,Y,1,13.1,3.54,13,8.3,4.1,,8/15/24,Y,1,14.1,3.89,14,7.9,3.9,,9/17/24,Y,1,13.6,4.07,13,7.5,3.7,
408,2024-0228-13,2024-0228,13,F,4 - 13,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
409,2024-0238-12,2024-0238,12,T,16 - 12,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
410,2024-0269-8,2024-0269,8,T,93 - 8,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
411,2024-0250-14,2024-0250,14,T,31 - 14,5/3/24,Y,Y,Y,2.2,1,9,6.1,3.2,5,Y,Y,N,N,Curled leaf measured,6/13/24,Y,Y,Y,1,11.3,2.63,7,7.6,3.8,,7/12/24,Y,Y,3/25/24,4/22/24,Y,1,10,3.08,7,7.9,4.9,,8/15/24,Y,1,10.7,3.39,7,7.9,4.8,,9/17/24,Y,2,13.3,3.92,15,8,3.8,"New stem taller than old stem, measured tallest. "
412,2024-0259-23,2024-0259,23,F,45 - 23,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
413,2024-0265-8,2024-0265,8,T,66 - 8,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/5/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
414,2024-0240-7,2024-0240,7,T,18 - 7,5/3/24,Y,Y,Y,2.16,1,9.4,11.3,5.4,8,Y,Y,N,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,10.6,3.09,9,10.6,5.4,,7/12/24,Y,Y,3/18/24,4/1/24,Y,1,9.6,3.42,9,10.5,5.5,,8/15/24,Y,1,10.4,4.05,9,10.2,5.1,,9/17/24,Y,2,11.4,4.55,17,10.6,5.3,"New stem taller than old stem, measured tallest. "
415,2024-0256-11,2024-0256,11,T,41 - 11,5/3/24,Y,Y,Y,2.37,1,11.8,9.8,4.4,8,Y,Y,Y,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,13.2,3.33,10,8.8,3.9,,7/12/24,Y,Y,3/11/24,4/1/24,Y,1,12,3.48,10,8.7,4.3,,8/15/24,Y,1,12.7,3.76,10,10.6,4.7,,9/17/24,Y,2,16.3,3.61,20,11.3,4.7,
416,2024-0249-13,2024-0249,13,T,30 - 13,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
417,2024-0248-8,2024-0248,8,T,29 - 8,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
418,2024-0235-8,2024-0235,8,T,11 - 8,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/18/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
419,2024-0230-7,2024-0230,7,F,6 - 7,5/3/24,N,Y,Y,2.54,2,1.8,NA,NA,0,Y,Y,Y,N,"Stem broke, will probably die.",6/13/24,N,Y,Y,1,1.2,1.58,2,NA,NA,,7/12/24,N,Y,-,3/18/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
420,2024-0274-12,2024-0274,12,T,103 - 12,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
421,2024-0256-9,2024-0256,9,T,41 - 9,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,Y,1,4.4,1.16,6,1.2,0.8,,7/12/24,Y,Y,3/18/24,5/20/24,Y,1,7,1.61,15,5.4,2.2,,8/15/24,Y,1,7.7,2.63,16,9.1,3.5,,9/17/24,Y,1,8.5,2.9,23,9.3,3.6,
422,2024-0244-19,2024-0244,19,T,24 - 19,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
423,2024-0274-6,2024-0274,6,T,103 - 6,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
424,2024-0242-13,2024-0242,13,T,22 - 13,5/3/24,Y,Y,Y,2.55,1,10.6,7.9,3.8,7,Y,Y,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,11.6,3.35,7,7.7,3,,7/12/24,Y,Y,3/5/24,3/11/24,Y,1,11.2,2.89,7,7.6,3,,8/15/24,Y,1,11.2,3.77,7,8,2.9,,9/17/24,Y,1,11.6,3.87,7,8.2,3,
425,2024-0264-9,2024-0264,9,T,61 - 9,5/3/24,Y,N,Y,2.07,1,0.6,NA,NA,0,Y,N,N,N,"Stem broke, will probably die.",6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/13/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
426,2024-0274-19,2024-0274,19,T,103 - 19,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
427,2024-0229-5,2024-0229,5,F,5 - 5,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,Y,1,2.7,0.76,0,NA,NA,,7/12/24,Y,N,3/25/24,,Y,2,4.4,0.89,7,5.2,3,,8/15/24,Y,2,7.8,1.98,17,9.6,3.9,,9/17/24,Y,1,9.8,2.68,10,12.8,4.7,
428,2024-0266-9,2024-0266,9,T,76 - 9,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
429,2024-0225-4,2024-0225,4,T,1 - 4,5/3/24,Y,Y,Y,2.2,1,7.5,5.1,2,6,Y,N,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,11.3,2.89,7,10.8,5.3,,7/12/24,Y,Y,3/18/24,4/15/24,Y,1,10.7,3.69,6,11.1,5.5,,8/15/24,Y,1,11,4.06,6,10.7,5.3,,9/17/24,Y,1,10.8,4.35,6,12.2,5.4,
430,2024-0260-5,2024-0260,5,T,48 - 5,5/3/24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
431,2024-0244-12,2024-0244,12,T,24 - 12,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
432,2024-0246-19,2024-0246,19,T,27 - 19,5/3/24,Y,Y,Y,2.05,1,8,7.2,3.6,5,Y,N,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,10.6,3.13,6,10.1,4.5,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,10.4,3.66,7,9.9,4.5,,8/15/24,Y,1,10.3,4.14,6,9.7,4.3,,9/17/24,Y,2,10.2,4.96,14,10.3,4.2,
433,2024-0225-10,2024-0225,10,T,1 - 10,5/3/24,Y,N,Y,1.98,1,4.3,NA,NA,0,Y,N,N,N,All leaves dead. Stem is broken and will probably die.,6/13/24,Y,N,Y,1,4.6,3.16,0,NA,NA,,7/12/24,Y,Y,4/8/24,4/29/24,Y,1,3.3,2.6,0,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
434,2024-0235-2,2024-0235,2,T,11 - 2,5/3/24,Y,N,Y,1.92,1,1,NA,NA,0,Y,N,N,N,All leaves dead. Stem is broken and will probably die.,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/13/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
435,2024-0256-1,2024-0256,1,T,41 - 1,5/3/24,N,Y,Y,2.31,1,8.8,9.5,3.6,5,Y,Y,N,Y,Curled leaf measured,6/13/24,N,Y,Y,1,10.5,3.4,7,8.7,4,,7/12/24,N,Y,-,3/25/24,Y,1,9.5,3.81,7,8.6,4.1,,8/15/24,Y,1,10.5,4.76,16,8.8,4,,9/17/24,Y,1,11.6,4.26,22,10.7,4.7,"Looks like the apical meristem died, 3 lateral stems competing for dominance. "
436,2024-0253-13,2024-0253,13,T,36 - 13,5/3/24,Y,Y,Y,1.29,1,2.4,NA,NA,0,Y,N,N,N,All leaves dead. Stem is broken and will probably die.,6/13/24,Y,Y,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,2/13/24,4/15/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
437,2024-0235-5,2024-0235,5,T,11 - 5,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/20/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
438,2024-0251-1,2024-0251,1,T,37 - 1,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/18/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
439,2024-0257-10,2024-0257,10,T,42 - 10,5/3/24,Y,Y,Y,2.07,1,12.3,8.8,4.2,7,Y,N,Y,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,13,3.1,9,8.6,3.8,,7/12/24,Y,Y,3/18/24,4/1/24,Y,1,12.4,3.35,9,7,4.2,,8/15/24,Y,1,12.7,3.59,11,7.9,4.1,,9/17/24,Y,3,15.7,4.49,28,11.1,5.5,
440,2024-0227-5,2024-0227,5,T,3 - 5,5/3/24,N,Y,Y,1.33,1,6.8,7.2,3.4,8,Y,Y,Y,N,,6/13/24,N,Y,Y,1,11.9,1.97,13,7.5,3.5,,7/12/24,N,Y,-,4/15/24,Y,1,10.6,2.16,13,7.4,3.5,,8/15/24,Y,1,11.3,3,17,7.2,3.6,Speckling on leaves,9/17/24,Y,1,19.8,3.31,24,14.5,4.9,
441,2024-0242-19,2024-0242,19,T,22 - 19,5/3/24,Y,Y,Y,2.12,1,6.6,4.9,2.4,4,Y,Y,N,Y,Curled leaf measured. Many dead leaves.,6/13/24,Y,Y,Y,1,10.3,1.79,7,10.6,4.7,,7/12/24,Y,Y,3/5/24,4/8/24,Y,1,10,2.09,5,10.7,4.8,,8/15/24,Y,1,9.9,2.5,11,10.5,4.5,,9/17/24,Y,1,10.9,2.28,11,9.9,4.8,
442,2024-0246-2,2024-0246,2,T,27 - 2,5/3/24,Y,Y,Y,1.56,1,6.8,4.3,2.3,12,Y,N,Y,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,11.6,2.41,19,13.9,6.2,,7/12/24,Y,Y,3/5/24,4/1/24,Y,1,10.9,5.72,10,13.7,5.9,,8/15/24,Y,1,10.5,5.48,10,13.5,5.9,,9/17/24,Y,1,11,3.2,7,3.4,1.5,Poor condition. 
443,2024-0241-14,2024-0241,14,T,19 - 14,5/3/24,Y,Y,Y,2.3,2,7.4,9.3,4.7,15,Y,Y,Y,N,,6/13/24,Y,Y,Y,2,12.3,2.71,16,8.5,4.5,,7/12/24,Y,Y,3/11/24,4/1/24,Y,2,11.8,2.67,16,10.1,4.6,,8/15/24,Y,2,12.2,3.38,21,10,4.3,,9/17/24,Y,2,12,2.54,23,8.3,4.9,
444,2024-0227-11,2024-0227,11,T,3 - 11,5/3/24,N,Y,Y,1.29,1,7.8,6.2,3.4,8,Y,Y,Y,N,,6/13/24,N,Y,Y,1,11.2,2.5,12,8.2,2.9,,7/12/24,N,Y,-,4/1/24,Y,1,11.4,2.35,11,8.3,2.8,,8/15/24,Y,1,12,3.26,11,8.3,2.8,,9/17/24,Y,1,11.8,2.76,16,8.3,3,
445,2024-0273-4,2024-0273,4,T,97 - 4,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
446,2024-0264-1,2024-0264,1,T,61 - 1,5/3/24,N,N,Y,1.39,1,1.9,NA,NA,0,Y,N,N,N,Half of stem and all leaves dead. 1 Bud.,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
447,2024-0269-7,2024-0269,7,T,93 - 7,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,5/6/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
448,2024-0237-1,2024-0237,1,T,13 - 1,5/3/24,Y,Y,Y,1.76,1,8.4,2.6,1.4,5,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,9.1,2.38,8,6.5,2.8,,7/12/24,Y,Y,3/5/24,4/8/24,Y,1,8.8,2.73,8,7.6,2.6,,8/15/24,Y,1,9.4,3.61,9,6.5,2.5,,9/17/24,Y,1,10.3,4.2,15,10.5,4.9,
449,2024-0246-8,2024-0246,8,T,27 - 8,5/3/24,Y,N,Y,1.88,1,6.6,1.4,0.9,4,Y,Y,Y,Y,,6/13/24,Y,N,Y,1,12,3.31,9,9.7,4.3,,7/12/24,Y,Y,3/25/24,4/29/24,Y,1,11.2,3.97,8,10.3,3.8,,8/15/24,Y,1,11.6,4.54,8,10.1,4,,9/17/24,Y,1,11.6,4.89,8,10.1,4.1,
450,2024-0236-2,2024-0236,2,T,12 - 2,5/3/24,Y,Y,Y,2.13,1,10.6,6.6,3.4,8,Y,Y,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,11.4,2.8,9,8.5,4,,7/12/24,Y,Y,3/11/24,3/18/24,Y,1,10.9,2.99,9,8.4,3.8,,8/15/24,Y,1,11.6,3.45,12,8.3,3.7,,9/17/24,Y,1,11.8,3.58,20,11.5,4.7,
451,2024-0260-9,2024-0260,9,T,48 - 9,5/3/24,Y,N,Y,0.89,1,1.8,NA,NA,0,Y,Y,N,N,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,2/28/24,5/6/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
452,2024-0244-11,2024-0244,11,T,24 - 11,5/3/24,N,Y,Y,1.56,1,6,6.4,3.5,4,Y,N,Y,Y,,6/13/24,N,Y,Y,1,8.7,2.65,7,6.8,3,,7/12/24,N,Y,-,4/1/24,Y,1,8.2,3.02,8,7.5,3,,8/15/24,Y,1,8.6,3.03,8,7,3,,9/17/24,Y,1,13.6,3.05,19,11.3,4.8,
453,2024-0242-16,2024-0242,16,T,22 - 16,5/3/24,Y,Y,Y,2.04,1,9.3,7.5,3.8,8,Y,N,N,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,9.6,2.55,9,7.8,3.5,,7/12/24,Y,Y,2/28/24,3/5/24,Y,1,9.1,2.81,10,8.1,3.3,,8/15/24,Y,1,10.8,2.98,13,7.9,3.3,,9/17/24,Y,1,15.7,3.46,17,14.3,6.6,
454,2024-0277-10,2024-0277,10,T,108 - 10,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
455,2024-0252-1,2024-0252,1,T,35 - 1,5/3/24,Y,N,Y,2.85,1,0.4,NA,NA,0,Y,N,N,N,"Stem broke, will probably die.",6/13/24,Y,N,Y,1,NA,NA,NA,NA,NA,,7/12/24,Y,N,4/15/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
456,2024-0237-4,2024-0237,4,T,13 - 4,5/3/24,Y,Y,Y,2.2,1,6.6,5.3,2.6,4,Y,Y,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,7.3,2.79,5,8.8,4.2,,7/12/24,Y,Y,3/5/24,4/15/24,Y,1,7.1,2.76,5,9,4.1,,8/15/24,Y,1,7.7,3.37,5,8.8,4.1,,9/17/24,Y,1,15.1,4.7,16,12.1,6,
457,2024-0237-5,2024-0237,5,T,13 - 5,5/3/24,Y,Y,Y,2.28,1,1.2,NA,NA,0,Y,N,Y,Y,Leaves dead. Stem broken but resprouting,6/13/24,Y,Y,Y,1,7.2,2.91,6,4.1,2.3,,7/12/24,Y,Y,3/11/24,4/22/24,Y,1,7.7,2.52,6,5.8,3.1,,8/15/24,Y,1,7.6,3.8,6,5.7,2.9,,9/17/24,Y,1,14,4.45,16,13.6,5.8,
458,2024-0247-8,2024-0247,8,T,28 - 8,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
459,2024-0278-2,2024-0278,2,T,110 - 2,5/3/24,N,N,Y,0.77,1,2.9,NA,NA,0,Y,N,N,N,Leaves dead. Stem broken and resproutS will probably die,6/13/24,N,N,Y,1,4.2,1.74,5,0.9,0.5,,7/12/24,N,Y,-,6/3/24,Y,1,3.9,1.11,3,0.9,0.5,,8/15/24,Y,1,8.2,1.58,10,7,3.1,,9/17/24,Y,1,14.4,3.55,12,13.5,5.1,
460,2024-0249-12,2024-0249,12,T,30 - 12,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
461,2024-0231-11,2024-0231,11,T,7 - 11,5/3/24,Y,N,Y,1.78,1,4.5,NA,NA,0,Y,Y,N,N,All leaves dead but stem is budding,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/18/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
